arm,split,seed,fold,channel,train_mae,test_mae,n_train,n_test
B_concat,component,44,1,d2_own_dft,0.04298826895398074,1.8592328038869579,1394,387
B_concat,component,44,1,elst_dft,0.09156398643171797,4.810165130989496,1394,387
B_concat,component,44,1,pauli_dft,0.15213784998488178,7.740510085888379,1394,387
B_concat,component,44,1,oi_dft,0.09073012517964556,4.453319963283941,1394,387
B_concat,component,44,1,disp_dft,0.023327678511662942,1.358526379002113,1394,387
B_concat,component,44,1,cpcm_dft,0.05505538641193516,2.7620631747599838,1394,387
B_concat,component,44,2,d1_own_dft,0.04364667746396202,2.8055252164729048,1394,387
B_concat,component,44,2,d2_own_dft,0.03979022714304443,2.321385169824913,1394,387
B_concat,component,44,2,elst_dft,0.0867141848362728,6.083770067885456,1394,387
B_concat,component,44,2,pauli_dft,0.14310218066128674,10.477920633917543,1394,387
B_concat,component,44,2,oi_dft,0.08417034705022682,6.18804425549951,1394,387
B_concat,component,44,2,disp_dft,0.02130700395070579,1.580809026030491,1394,387
B_concat,component,44,2,cpcm_dft,0.043260656575156035,3.0995194075926253,1394,387
B_concat,component,44,3,d1_own_dft,0.04649780727429892,2.6803519685974266,1394,387
B_concat,component,44,3,d2_own_dft,0.04132259846463138,2.836656029557445,1394,387
B_concat,component,44,3,elst_dft,0.08738330872646351,5.413444611481002,1394,387
B_concat,component,44,3,pauli_dft,0.16064026236189105,9.939494063337012,1394,387
B_concat,component,44,3,oi_dft,0.0880930078844298,5.220217560646229,1394,387
B_concat,component,44,3,disp_dft,0.0227553429158877,1.7032118376734282,1394,387
B_concat,component,44,3,cpcm_dft,0.053733328498967496,2.7526639513229054,1394,387
B_concat,component,44,4,d1_own_dft,0.038619828147344215,2.5979352211250863,1394,387
B_concat,component,44,4,d2_own_dft,0.03889522091487548,2.7918702629051984,1394,387
B_concat,component,44,4,elst_dft,0.08501500488919611,5.7826108367290585,1394,387
B_concat,component,44,4,pauli_dft,0.1537942224908859,10.896304291326349,1394,387
B_concat,component,44,4,oi_dft,0.07666750901691591,6.372893426945084,1394,387
B_concat,component,44,4,disp_dft,0.021339327049182,1.546865472115017,1394,387
B_concat,component,44,4,cpcm_dft,0.0563818211977332,2.791381381600697,1394,387
B_concat,component,45,0,d1_own_dft,0.046938093656100785,2.6448493391585104,1393,388
B_concat,component,45,0,d2_own_dft,0.039820441960843965,2.8807018542074387,1393,388
B_concat,component,45,0,elst_dft,0.08714262548408191,3.6193456050895456,1393,388
B_concat,component,45,0,pauli_dft,0.1528529983028703,8.243938895333482,1393,388
B_concat,component,45,0,oi_dft,0.080083124128629,4.710358569080772,1393,388
B_concat,component,45,0,disp_dft,0.021428134369423858,1.3937891730506469,1393,388
B_concat,component,45,0,cpcm_dft,0.05393277244647943,2.999363544797912,1393,388
B_concat,component,45,1,d1_own_dft,0.04313918214865831,2.178138874532656,1394,387
B_concat,component,45,1,d2_own_dft,0.04223391282916166,1.7350632450577972,1394,387
B_concat,component,45,1,elst_dft,0.09040758671199994,4.753542162011065,1394,387
B_concat,component,45,1,pauli_dft,0.14912486530619165,7.441049766725908,1394,387
